stock,stock_name,year,generated_at,q1_A,q1_S,q1_G,q1_I,q1_M,q1_F,q1_X,q1_D,q2_A,q2_S,q2_G,q2_I,q2_M,q2_F,q2_X,q2_D,q3_A,q3_S,q3_G,q3_I,q3_M,q3_F,q3_X,q3_D,q4_A,q4_S,q4_G,q4_I,q4_M,q4_F,q4_X,q4_D
6720,久昌,2026,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6720/202601_6720_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6720/202601_6720_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6720/202602_6720_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6720/202602_6720_AI1.md),,,,,,,,,,,,,,,,,
6720,久昌,2025,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6720/202501_6720_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6720/202501_6720_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6720/202502_6720_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6720/202502_6720_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6720/202503_6720_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6720/202503_6720_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6720/202504_6720_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6720/202504_6720_AI1.md),
6720,久昌,2024,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6720/202403_6720_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6720/202403_6720_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6720/202404_6720_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6720/202404_6720_AI1.md),
2449,京元電子,2026,2026-09-25T03:32:28.074244+00:00,,,,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2449/2449_2026_q1_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2449/2449_2026_q1_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2449/202601_2449_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2449/202601_2449_AI1.md),,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2449_2026_q2.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2449/2449_2026_q2_FIN.srt),,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2449/2449_2026_q2_ir_en.pdf),,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2449/202602_2449_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2449/202602_2449_AI1.md),,,,,,,,,,,,,,,,,
2449,京元電子,2025,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2449/202501_2449_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2449/202501_2449_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2449/202502_2449_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2449/202502_2449_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2449/202503_2449_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2449/202503_2449_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2449/202504_2449_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2449/202504_2449_AI1.md),
2449,京元電子,2024,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2449/202403_2449_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2449/202403_2449_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2449/202404_2449_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2449/202404_2449_AI1.md),
2324,仁寶,2026,2026-09-25T03:32:28.074244+00:00,,,,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2324/2324_2026_q1_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2324/2324_2026_q1_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2324/202601_2324_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2324/202601_2324_AI1.md),,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2324_2026_q2.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2324/2324_2026_q2_FIN.srt),,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2324/2324_2026_q2_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2324/2324_2026_q2_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2324/202602_2324_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2324/202602_2324_AI1.md),[D](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/reports/conference-digests/2324/2324_2026_q2_digest.md),,,,,,,,,,,,,,,,
2324,仁寶,2025,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2324/202501_2324_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2324/202501_2324_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2324/202502_2324_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2324/202502_2324_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2324/202503_2324_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2324/202503_2324_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2324/202504_2324_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2324/202504_2324_AI1.md),
2324,仁寶,2024,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2324/202404_2324_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2324/202404_2324_AI1.md),
5274,信驊,2026,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/5274/202601_5274_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/5274/202601_5274_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/5274/202602_5274_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/5274/202602_5274_AI1.md),,,,,,,,,,,,,,,,,
5274,信驊,2025,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/5274/202501_5274_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/5274/202501_5274_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/5274/202502_5274_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/5274/202502_5274_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/5274/202503_5274_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/5274/202503_5274_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/5274/202504_5274_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/5274/202504_5274_AI1.md),
5274,信驊,2024,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/5274/202403_5274_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/5274/202403_5274_AI1.md),,,,,,,,,
4114,健喬,2026,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/4114/202601_4114_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/4114/202601_4114_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/4114/202602_4114_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/4114/202602_4114_AI1.md),,,,,,,,,,,,,,,,,
4114,健喬,2025,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/4114/202501_4114_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/4114/202501_4114_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/4114/202502_4114_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/4114/202502_4114_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/4114/202503_4114_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/4114/202503_4114_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/4114/202504_4114_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/4114/202504_4114_AI1.md),
4114,健喬,2024,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/4114/202403_4114_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/4114/202403_4114_AI1.md),,,,,,,,,
3653,健策,2026,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3653/202601_3653_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3653/202601_3653_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3653/202602_3653_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3653/202602_3653_AI1.md),,,,,,,,,,,,,,,,,
3653,健策,2025,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3653/202501_3653_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3653/202501_3653_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3653/202502_3653_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3653/202502_3653_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3653/202503_3653_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3653/202503_3653_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3653/202504_3653_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/3653/202504_3653_AI1.md),
2301,光寶科,2026,2026-09-25T03:32:28.074244+00:00,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2301_2026_q1.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2301/2301_2026_q1_FIN.srt),[G](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2301/2301_2026_q1_GT.srt),[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2301/2301_2026_q1_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2301/2301_2026_q1_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2301/202601_2301_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2301/202601_2301_AI1.md),,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2301_2026_q2.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2301/2301_2026_q2_FIN.srt),,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2301/2301_2026_q2_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2301/2301_2026_q2_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2301/202602_2301_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2301/202602_2301_AI1.md),,,,,,,,,,,,,,,,,
2301,光寶科,2025,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2301/202501_2301_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2301/202501_2301_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2301/202502_2301_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2301/202502_2301_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2301/202503_2301_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2301/202503_2301_AI1.md),,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/2301_2025_q4.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2301/2301_2025_q4_FIN.srt),,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2301/2301_2025_q4_ir_en.pdf),[M](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/2301/2301_2025_q4_ir_en.md),[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2301/202504_2301_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2301/202504_2301_AI1.md),
2301,光寶科,2024,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2301/202404_2301_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/2301/202404_2301_AI1.md),
7728,光焱科技,2026,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7728/202601_7728_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7728/202601_7728_AI1.md),,[A](https://github.com/wenchiehlee-money/InvestorConference/releases/download/audio-files/7728_2026_q2.m4a),[S](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/7728/7728_2026_q2_FIN.srt),,[I](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/7728/7728_2026_q2_ir_en.pdf),,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7728/202602_7728_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7728/202602_7728_AI1.md),,,,,,,,,,,,,,,,,
7728,光焱科技,2025,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7728/202501_7728_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7728/202501_7728_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7728/202502_7728_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7728/202502_7728_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7728/202503_7728_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7728/202503_7728_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7728/202504_7728_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7728/202504_7728_AI1.md),
7728,光焱科技,2024,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7728/202404_7728_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7728/202404_7728_AI1.md),
6442,光聖,2026,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6442/202601_6442_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6442/202601_6442_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6442/202602_6442_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6442/202602_6442_AI1.md),,,,,,,,,,,,,,,,,
6442,光聖,2025,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6442/202501_6442_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6442/202501_6442_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6442/202502_6442_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6442/202502_6442_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6442/202503_6442_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6442/202503_6442_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6442/202504_6442_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6442/202504_6442_AI1.md),
6442,光聖,2024,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6442/202403_6442_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6442/202403_6442_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6442/202404_6442_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6442/202404_6442_AI1.md),
6850,光鼎生技,2026,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6850/202602_6850_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6850/202602_6850_AI1.md),,,,,,,,,,,,,,,,,
6850,光鼎生技,2025,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6850/202502_6850_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6850/202502_6850_AI1.md),,,,,,,,,,,,,,,,,
6850,光鼎生技,2024,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6850/202404_6850_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/6850/202404_6850_AI1.md),
7708,全家餐飲,2026,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7708/202601_7708_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7708/202601_7708_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7708/202602_7708_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7708/202602_7708_AI1.md),,,,,,,,,,,,,,,,,
7708,全家餐飲,2025,2026-09-25T03:32:28.074244+00:00,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7708/202501_7708_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7708/202501_7708_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7708/202502_7708_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7708/202502_7708_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7708/202503_7708_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7708/202503_7708_AI1.md),,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7708/202504_7708_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7708/202504_7708_AI1.md),
8272,全景軟體,2026,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,,,[D](https://github.com/wenchiehlee-money/InvestorConference/blob/main/data/reports/conference-digests/8272/8272_2026_q2_digest.md),,,,,,,,,,,,,,,,
7737,凱鈿,2026,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7737/202602_7737_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7737/202602_7737_AI1.md),,,,,,,,,,,,,,,,,
7737,凱鈿,2025,2026-09-25T03:32:28.074244+00:00,,,,,,,,,,,,,,[F](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7737/202502_7737_AI1.pdf),[X](https://github.com/wenchiehlee-investment/MOPS/blob/main/downloads/7737/202502_7737_AI1.md),,,,,,,,,,,,,,,,,
